1,29,Картографічне забезпечення управління територіями,4
1,29,Прикладна екологія,4
1,29,Природокористування,4
1,29,Економічні основи лісокористування,4
1,29,Концептуальні та прикладні засади природокористування,4
1,29,Моделювання і прогнозування стану довкілля,4
1,29,Надзвичайні ситуації природного і техногенного характеру,4
1,29,Нормування антропогенного навантаження на природу,4
1,29,Природоохоронне законодавство та екологічне право,4
1,29,Агроекологія,4

